,Score,Dataset,Subject,Pipeline,Time
0,0.8566666666666666,BBCI EEG fNIRS,1.0,MDM,0.9080531597137451
1,0.8166666666666668,BBCI EEG fNIRS,2.0,MDM,0.8791074752807617
2,0.7000000000000001,BBCI EEG fNIRS,3.0,MDM,0.8901195526123047
3,0.66,BBCI EEG fNIRS,4.0,MDM,0.825383186340332
4,0.43999999999999995,BBCI EEG fNIRS,5.0,MDM,1.3635480403900146
5,0.5533333333333333,BBCI EEG fNIRS,6.0,MDM,0.9025700092315674
6,0.5733333333333334,BBCI EEG fNIRS,7.0,MDM,0.8352794647216797
7,0.7566666666666667,BBCI EEG fNIRS,8.0,MDM,0.8563394546508789
8,0.9100000000000001,BBCI EEG fNIRS,9.0,MDM,0.8345205783843994
9,0.4666666666666666,BBCI EEG fNIRS,10.0,MDM,0.8573088645935059
10,0.6066666666666667,BBCI EEG fNIRS,11.0,MDM,0.8285460472106934
11,0.5566666666666666,BBCI EEG fNIRS,12.0,MDM,0.8739397525787354
12,0.7200000000000001,BBCI EEG fNIRS,13.0,MDM,0.8261401653289795
13,0.5633333333333334,BBCI EEG fNIRS,14.0,MDM,0.8188483715057373
14,0.64,BBCI EEG fNIRS,15.0,MDM,0.8364365100860596
15,0.9733333333333335,BBCI EEG fNIRS,16.0,MDM,0.8239192962646484
16,0.7400000000000001,BBCI EEG fNIRS,17.0,MDM,0.8795332908630371
17,0.6033333333333334,BBCI EEG fNIRS,18.0,MDM,0.8035521507263184
18,0.9733333333333333,BBCI EEG fNIRS,19.0,MDM,0.8550746440887451
19,0.4633333333333334,BBCI EEG fNIRS,20.0,MDM,0.864100456237793
20,0.6066666666666667,BBCI EEG fNIRS,21.0,MDM,1.0146467685699463
21,0.6066666666666666,BBCI EEG fNIRS,22.0,MDM,0.8791477680206299
22,0.9133333333333334,BBCI EEG fNIRS,23.0,MDM,0.8751368522644043
23,0.6200000000000001,BBCI EEG fNIRS,24.0,MDM,0.8358380794525146
24,0.9666666666666667,BBCI EEG fNIRS,25.0,MDM,0.832674503326416
25,0.7633333333333333,BBCI EEG fNIRS,26.0,MDM,0.8560638427734375
26,0.9533333333333333,BBCI EEG fNIRS,27.0,MDM,0.8484866619110107
27,0.6566666666666667,BBCI EEG fNIRS,28.0,MDM,0.8895485401153564
28,0.77,BBCI EEG fNIRS,29.0,MDM,0.8484349250793457
